Title,Director,Rating,Genre,Duration,Year
Despicable Me,"PierreCoffin,",7.6,"Animation,Adventure,Comedy",95min,2010
Big Hero 6,"DonHall,",7.8,"Animation,Action,Adventure",102min,2014
Tangled,"NathanGreno,",7.7,"Animation,Adventure,Comedy",100min,2010
Kung Fu Panda,"MarkOsborne,",7.6,"Animation,Action,Adventure",92min,2008
Wo hu cang long,AngLee,7.9,"Action,Adventure,Drama",120min,2000
Changeling,ClintEastwood,7.8,"Biography,Crime,Drama",141min,2008
X: First Class,MatthewVaughn,7.7,"Action,Adventure,Science Fiction",131min,2011
The Graduate,MikeNichols,8,"Comedy,Drama,Romance",106min,1967
The Last of the Mohicans,MichaelMann,7.7,"Action,Adventure,Drama",112min,1992
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,StanleyKubrick,8.4,"Comedy,War",95min,1964
X-Men: Days of Future Past,BryanSinger,7.9,"Action,Adventure,Science Fiction",132min,2014
The Wild Bunch,SamPeckinpah,7.9,"Action,Adventure,Western",145min,1969
Slumdog Millionaire,"DannyBoyle,",8,"Drama,Romance",120min,2008
Toy Story 3,LeeUnkrich,8.3,"Animation,Adventure,Comedy",103min,2010
Children of Men,AlfonsoCuarón,7.9,"Action,Drama,Science Fiction",109min,2006
Apollo 13,RonHoward,7.7,"Adventure,Drama,History",140min,1995
The Lives of Others,FlorianHenckelvonDonnersmarck,8.4,"Drama,Mystery,Thriller",137min,2006
Man on Fire,TonyScott,7.7,"Action,Crime,Drama",146min,2004
The Boondock Saints,TroyDuffy,7.7,"Action,Thriller",108min,1999
Aladdin,"RonClements,",8,"Animation,Adventure,Comedy",90min,1992
Lawrence of Arabia,DavidLean,8.3,"Adventure,Biography,Drama",218min,1962
Spotlight,TomMcCarthy,8.1,"Biography,Crime,Drama",129min,2015
Dark Waters,ToddHaynes,7.6,"Biography,Drama,History",126min,2019
American Gangster,RidleyScott,7.8,"Biography,Crime,Drama",157min,2007
The Bourne Identity,DougLiman,7.9,"Action,Mystery,Thriller",119min,2002
Remember the Titans,BoazYakin,7.8,"Biography,Drama,Sport",113min,2000
Road to Perdition,SamMendes,7.7,"Crime,Drama,Thriller",117min,2002
The Machinist,BradAnderson,7.7,"Drama,Thriller",101min,2004
Coraline,HenrySelick,7.7,"Animation,Drama,Family",100min,2009
The Blues Brothers,JohnLandis,7.9,"Action,Adventure,Comedy",133min,1980
Beauty and the Beast,"GaryTrousdale,",8,"Animation,Family,Fantasy",84min,1991
Blood Diamond,EdwardZwick,8,"Adventure,Drama,Thriller",143min,2006
District 9,NeillBlomkamp,7.9,"Action,Science Fiction,Thriller",112min,2009
My Cousin Vinny,JonathanLynn,7.6,"Comedy,Crime",120min,1992
Straight Outta Compton,F.GaryGray,7.8,"Biography,Drama,History",147min,2015
Incredibles 2,BradBird,7.6,"Animation,Action,Adventure",118min,2018
Doctor Zhivago,DavidLean,7.9,"Drama,Romance,War",197min,1965
The Hobbit: The Desolation of Smaug,PeterJackson,7.8,"Adventure,Fantasy",161min,2013
Once Upon a Time in the West,SergioLeone,8.5,Western,165min,1968
Million Dollar Baby,ClintEastwood,8.1,"Drama,Sport",132min,2004
Young Frankenstein,MelBrooks,8,Comedy,106min,1974
The Fault in Our Stars,JoshBoone,7.7,"Drama,Romance",126min,2014
Primal Fear,GregoryHoblit,7.7,"Crime,Drama,Mystery",129min,1996
Star Trek Into Darkness,J.J.Abrams,7.7,"Action,Adventure,Science Fiction",132min,2013
Incendies,DenisVilleneuve,8.3,"Drama,Mystery",131min,2010
Groundhog Day,HaroldRamis,8.1,"Comedy,Drama,Fantasy",101min,1993
Crash,PaulHaggis,7.8,"Crime,Drama,Thriller",112min,2004
Birdman or (The Unexpected Virtue of Ignorance),AlejandroG.Iñárritu,7.7,"Comedy,Drama",119min,2014
Mononoke-hime,HayaoMiyazaki,8.4,"Animation,Adventure,Fantasy",134min,1997
Hotaru no haka,IsaoTakahata,8.5,"Animation,Drama,War",89min,1988
As Good as It Gets,JamesL.Brooks,7.7,"Comedy,Drama,Romance",139min,1997
The Right Stuff,PhilipKaufman,7.8,"Adventure,Biography,Drama",193min,1983
The Little Mermaid,"RonClements,",7.6,"Animation,Adventure,Comedy",83min,1989
Lost in Translation,SofiaCoppola,7.7,"Comedy,Drama",102min,2003
Der Untergang,OliverHirschbiegel,8.2,"Biography,Drama,History",156min,2004
Gran Torino,ClintEastwood,8.1,Drama,116min,2008
Monty Python and the Holy Grail,"TerryGilliam,",8.2,"Adventure,Comedy,Fantasy",91min,1975
Fa Yeung Nin Wah,Kar-WaiWong,8,"Drama,Romance",98min,2000
Shichinin no samurai,AkiraKurosawa,8.6,"Action,Drama",207min,1954
Eastern Promises,DavidCronenberg,7.6,"Crime,Drama,Thriller",100min,2007
This Is Spinal Tap,RobReiner,7.9,"Comedy,Music",82min,1984
Finding Neverland,MarcForster,7.7,"Biography,Drama,Family",106min,2004
The Lego Movie,"PhilLord,",7.7,"Animation,Action,Adventure",100min,2014
Manchester by the Sea,KennethLonergan,7.8,Drama,137min,2016
Contratiempo,OriolPaulo,8,"Crime,Drama,Mystery",106min,2016
Deliverance,JohnBoorman,7.7,"Adventure,Drama,Thriller",109min,1972
True Grit,"EthanCoen,",7.6,"Drama,Western",110min,2010
The Kings Speech,TomHooper,8,"Biography,Drama,History",118min,2010
The Trial of the Chicago 7,AaronSorkin,7.7,"Drama,History,Thriller",129min,2020
Serenity,JossWhedon,7.8,"Action,Adventure,Science Fiction",119min,2005
Das Boot,WolfgangPetersen,8.4,"Drama,War",149min,1981
Hunt for the Wilderpeople,TaikaWaititi,7.8,"Adventure,Comedy,Drama",101min,2016
Kill Bill: Vol. 2,QuentinTarantino,8,"Action,Crime,Thriller",137min,2004
Moon,DuncanJones,7.8,"Drama,Mystery,Science Fiction",97min,2009
Its a Wonderful Life,FrankCapra,8.6,"Drama,Family,Fantasy",130min,1946
Misery,RobReiner,7.8,"Drama,Thriller",107min,1990
Falling Down,JoelSchumacher,7.6,"Action,Crime,Drama",113min,1993
Mary Poppins,RobertStevenson,7.8,"Comedy,Family,Fantasy",139min,1964
Wonder,StephenChbosky,7.9,"Drama,Family",113min,2017
Capharnaüm,NadineLabaki,8.4,Drama,126min,2018
Raging Bull,MartinScorsese,8.2,"Biography,Drama,Sport",129min,1980
Amores perros,AlejandroG.Iñárritu,8.1,"Drama,Thriller",154min,2000
A Streetcar Named Desire,EliaKazan,7.9,Drama,122min,1951
To Kill a Mockingbird,RobertMulligan,8.3,"Crime,Drama",129min,1962
The Royal Tenenbaums,WesAnderson,7.6,"Comedy,Drama",110min,2001
Fantastic Mr. Fox,WesAnderson,7.9,"Animation,Adventure,Comedy",87min,2009
Ed Wood,TimBurton,7.8,"Biography,Comedy,Drama",127min,1994
The Bridges of Madison County,ClintEastwood,7.6,"Drama,Romance",135min,1995
Life of Pi,AngLee,7.9,"Adventure,Drama,Fantasy",127min,2012
Sense and Sensibility,AngLee,7.7,"Drama,Romance",136min,1995
Mulan,"TonyBancroft,",7.6,"Animation,Adventure,Comedy",88min,1998
Dirty Harry,"DonSiegel,",7.7,"Action,Crime,Thriller",102min,1971
Rosemarys Baby,RomanPolanski,8,"Drama,Horror",137min,1968
Star Trek II: The Wrath of Khan,NicholasMeyer,7.7,"Action,Adventure,Science Fiction",113min,1982
Gone Baby Gone,BenAffleck,7.6,"Crime,Drama,Mystery",114min,2007
Wreck-It Ralph,RichMoore,7.7,"Animation,Adventure,Comedy",101min,2012
The Count of Monte Cristo,KevinReynolds,7.7,"Action,Adventure,Drama",131min,2002
The Theory of Everything,JamesMarsh,7.7,"Biography,Drama,Romance",123min,2014
The Pursuit of Happyness,GabrieleMuccino,8,"Biography,Drama",117min,2006
Bãhubali: The Beginning,S.S.Rajamouli,8,"Action,Drama",159min,2015
Rear Window,AlfredHitchcock,8.5,"Mystery,Thriller",112min,1954
3:10 to Yuma,JamesMangold,7.7,"Action,Crime,Drama",122min,2007
Ang-ma-reul bo-at-da,Jee-woonKim,7.8,"Action,Crime,Drama",144min,2010
Citizen Kane,OrsonWelles,8.3,"Drama,Mystery",119min,1941
Evil Dead II,SamRaimi,7.7,"Comedy,Horror",84min,1987
Lion,GarthDavis,8,"Biography,Drama",118min,2016
The Great Escape,JohnSturges,8.2,"Adventure,Drama,History",172min,1963
Dog Day Afternoon,SidneyLumet,8,"Biography,Crime,Drama",125min,1975
The Bridge on the River Kwai,DavidLean,8.2,"Adventure,Drama,War",161min,1957
The Dirty Dozen,RobertAldrich,7.7,"Action,Adventure,War",150min,1967
Naked,MikeLeigh,7.7,"Comedy,Drama",131min,1993
Gravity,AlfonsoCuarón,7.7,"Action,Drama,Science Fiction",91min,2013
Scent of a Woman,MartinBrest,8,Drama,156min,1992
Some Like It Hot,BillyWilder,8.2,"Comedy,Music,Romance",121min,1959
North by Northwest,AlfredHitchcock,8.3,"Action,Adventure,Mystery",136min,1959
Lord of War,AndrewNiccol,7.6,"Crime,Drama",122min,2005
Boyz n the Hood,JohnSingleton,7.8,"Crime,Drama",112min,1991
Akira,KatsuhiroÔtomo,8,"Animation,Action,Drama",124min,1988
The Boy in the Striped Pajamas,MarkHerman,7.7,"Drama,War",94min,2008
Brazil,TerryGilliam,7.9,"Drama,Science Fiction",132min,1985
Planet of the Apes,FranklinJ.Schaffner,8,"Adventure,Science Fiction",112min,1968
Mr. Nobody,JacoVanDormael,7.8,"Drama,Fantasy,Romance",141min,2009
The Ten Commandments,CecilB.DeMille,7.9,"Adventure,Drama,Family",220min,1956
The Naked Gun: From the Files of Police Squad!,DavidZucker,7.6,"Comedy,Crime",85min,1988
Mad Max 2,GeorgeMiller,7.6,"Action,Adventure,Science Fiction",96min,1981
The Night of the Hunter,CharlesLaughton,8,"Crime,Drama,Film-Noir",92min,1955
Awakenings,PennyMarshall,7.8,"Biography,Drama",121min,1990
Breakfast at Tiffanys,BlakeEdwards,7.6,"Comedy,Drama,Romance",115min,1961
Ben-Hur,WilliamWyler,8.1,"Adventure,Drama,History",212min,1959
Vertigo,AlfredHitchcock,8.3,"Mystery,Romance,Thriller",128min,1958
Dark City,AlexProyas,7.6,"Fantasy,Mystery,Science Fiction",100min,1998
All the Presidents Men,AlanJ.Pakula,7.9,"Drama,History,Thriller",138min,1976
Singin in the Rain,"StanleyDonen,",8.3,"Comedy,Musical,Romance",103min,1952
A Bronx Tale,RobertDeNiro,7.8,"Crime,Drama",121min,1993
Nuovo Cinema Paradiso,GiuseppeTornatore,8.5,"Drama,Romance",155min,1988
Match Point,WoodyAllen,7.6,"Drama,Romance,Thriller",124min,2005
Bridge of Spies,StevenSpielberg,7.6,"Drama,History,Thriller",142min,2015
Rise of the Planet of the Apes,RupertWyatt,7.6,"Action,Drama,Science Fiction",105min,2011
Tonari no Totoro,HayaoMiyazaki,8.1,"Animation,Comedy,Family",86min,1988
Philadelphia,JonathanDemme,7.7,Drama,125min,1993
Goldfinger,GuyHamilton,7.7,"Action,Adventure,Thriller",110min,1964
Midnight Cowboy,JohnSchlesinger,7.8,Drama,113min,1969
Barry Lyndon,StanleyKubrick,8.1,"Adventure,Drama,War",185min,1975
Dogville,LarsvonTrier,8,"Crime,Drama",178min,2003
La piel que habito,PedroAlmodóvar,7.6,"Drama,Horror,Thriller",120min,2011
The Thin Red Line,TerrenceMalick,7.6,"Drama,History,War",170min,1998
Boyhood,RichardLinklater,7.9,Drama,165min,2014
Empire of the Sun,StevenSpielberg,7.7,"Drama,History,War",153min,1987
Close Encounters of the Third Kind,StevenSpielberg,7.6,"Drama,Science Fiction",138min,1977
Walk the Line,JamesMangold,7.8,"Biography,Drama,Music",136min,2005
Being John Malkovich,SpikeJonze,7.8,"Comedy,Drama,Fantasy",113min,1999
Creed,RyanCoogler,7.6,"Action,Drama,Sport",133min,2015
Butch Cassidy and the Sundance Kid,GeorgeRoyHill,8,"Biography,Crime,Drama",110min,1969
El secreto de sus ojos,JuanJoséCampanella,8.2,"Drama,Mystery,Romance",129min,2009
JFK,OliverStone,8,"Drama,History,Thriller",189min,1991
Serbuan maut,GarethEvans,7.6,"Action,Crime,Thriller",101min,2011
Do the Right Thing,SpikeLee,7.9,"Comedy,Drama",120min,1989
The Magnificent Seven,JohnSturges,7.7,"Action,Adventure,Western",128min,1960
Chung Hing sam lam,Kar-WaiWong,8,"Comedy,Crime,Drama",102min,1994
Spartacus,StanleyKubrick,7.9,"Adventure,Biography,Drama",197min,1960
My Fair Lady,GeorgeCukor,7.8,"Drama,Family,Musical",170min,1964
Carlitos Way,BrianDePalma,7.9,"Crime,Drama,Thriller",144min,1993
End of Watch,DavidAyer,7.6,"Action,Adventure,Crime",109min,2012
Sound of Metal,DariusMarder,7.7,"Drama,Music",120min,2019
Män som hatar kvinnor,NielsArdenOplev,7.8,"Crime,Drama,Mystery",152min,2009
Before Sunset,RichardLinklater,8.1,"Drama,Romance",80min,2004
The Birds,AlfredHitchcock,7.7,"Drama,Horror,Mystery",119min,1963
Pâfekuto burû,SatoshiKon,8,"Animation,Crime,Drama",81min,1997
Captain Phillips,PaulGreengrass,7.8,"Action,Biography,Crime",134min,2013
Fried Green Tomatoes,JonAvnet,7.7,Drama,130min,1991
Glory,EdwardZwick,7.8,"Biography,Drama,History",122min,1989
Adaptation.,SpikeJonze,7.7,"Comedy,Drama",115min,2002
Dawn of the Planet of the Apes,MattReeves,7.6,"Action,Adventure,Drama",130min,2014
The Bourne Supremacy,PaulGreengrass,7.7,"Action,Mystery,Thriller",108min,2004
La haine,MathieuKassovitz,8.1,"Crime,Drama",98min,1995
Double Indemnity,BillyWilder,8.3,"Crime,Drama,Film-Noir",107min,1944
The Jungle Book,WolfgangReitherman,7.6,"Animation,Adventure,Comedy",78min,1967
Per un pugno di dollari,SergioLeone,7.9,"Action,Drama,Western",99min,1964
The Color Purple,StevenSpielberg,7.7,Drama,154min,1985
The Sting,GeorgeRoyHill,8.3,"Comedy,Crime,Drama",129min,1973
Annie Hall,WoodyAllen,8,"Comedy,Romance",93min,1977
The Man from Earth,RichardSchenkman,7.9,"Drama,Fantasy,Mystery",87min,2007
The Nightmare Before Christmas,HenrySelick,7.9,"Animation,Family,Fantasy",76min,1993
Gandhi,RichardAttenborough,8.1,"Biography,Drama",191min,1982
Baahubali 2: The Conclusion,S.S.Rajamouli,8.2,"Action,Drama",167min,2017
The Elephant Man,DavidLynch,8.2,"Biography,Drama",124min,1980
After Hours,MartinScorsese,7.6,"Comedy,Crime,Drama",97min,1985
Kimetsu no Yaiba: Mugen Ressha-Hen,HaruoSotozaki,8.2,"Animation,Action,Adventure",117min,2020
The Bourne Ultimatum,PaulGreengrass,8,"Action,Mystery,Thriller",115min,2007
Life of Brian,TerryJones,8,Comedy,94min,1979
Papillon,FranklinJ.Schaffner,8,"Biography,Crime,Drama",151min,1973
Koe no katachi,NaokoYamada,8.1,"Animation,Drama",130min,2016
Sunset Blvd.,BillyWilder,8.4,"Drama,Film-Noir",110min,1950
Die Hard: With a Vengeance,JohnMcTiernan,7.6,"Action,Adventure,Thriller",128min,1995
Metropolis,FritzLang,8.3,"Drama,Science Fiction",153min,1927
The Conversation,FrancisFordCoppola,7.8,"Drama,Mystery,Thriller",113min,1974
Hachi: A Dogs Tale,LasseHallström,8.1,"Biography,Drama,Family",93min,2009
M - Eine Stadt sucht einen Mörder,FritzLang,8.3,"Crime,Mystery,Thriller",117min,1931
Traffic,StevenSoderbergh,7.6,"Crime,Drama,Thriller",147min,2000
The Iron Giant,BradBird,8.1,"Animation,Action,Adventure",86min,1999
Snow White and the Seven Dwarfs,"WilliamCottrell,",7.6,"Animation,Adventure,Family",83min,1937
Rushmore,WesAnderson,7.6,"Comedy,Drama,Romance",93min,1998
How to Train Your Dragon 2,DeanDeBlois,7.8,"Animation,Action,Adventure",102min,2014
Paper Moon,PeterBogdanovich,8.1,"Comedy,Crime,Drama",102min,1973
Billy Elliot,StephenDaldry,7.7,"Drama,Music",110min,2000
Solaris,AndreiTarkovsky,8,"Drama,Mystery,Science Fiction",167min,1972
Before Midnight,RichardLinklater,7.9,"Drama,Romance",109min,2013
The Last Picture Show,PeterBogdanovich,8,"Drama,Romance",118min,1971
Stalker,AndreiTarkovsky,8.1,"Drama,Science Fiction",162min,1979
In the Name of the Father,JimSheridan,8.1,"Biography,Crime,Drama",133min,1993
Relatos salvajes,DamiánSzifron,8.1,"Comedy,Drama,Thriller",122min,2014
La montaña sagrada,AlejandroJodorowsky,7.8,"Adventure,Drama,Fantasy",114min,1973
127 Hours,DannyBoyle,7.6,"Biography,Drama",94min,2010
Isle of Dogs,WesAnderson,7.8,"Animation,Adventure,Comedy",101min,2018
Låt den rätte komma in,TomasAlfredson,7.9,"Drama,Fantasy,Horror",114min,2008
White Heat,RaoulWalsh,8.1,"Action,Crime,Drama",114min,1949
The French Connection,WilliamFriedkin,7.7,"Action,Crime,Drama",104min,1971
The Wrestler,DarrenAronofsky,7.9,"Drama,Sport",109min,2008
The King of Comedy,MartinScorsese,7.8,"Comedy,Crime,Drama",109min,1982
Per qualche dollaro in più,SergioLeone,8.2,Western,132min,1965
Sling Blade,BillyBobThornton,8,Drama,135min,1996
Batoru rowaiaru,KinjiFukasaku,7.6,"Action,Adventure,Drama",114min,2000
The Apartment,BillyWilder,8.3,"Comedy,Drama,Romance",125min,1960
Diarios de motocicleta,WalterSalles,7.8,"Adventure,Biography,Drama",126min,2004
"Paris, Texas",WimWenders,8,Drama,145min,1984
Bonnie and Clyde,ArthurPenn,7.7,"Action,Biography,Crime",111min,1967
Det sjunde inseglet,IngmarBergman,8.1,"Drama,Fantasy",96min,1957
Dawn of the Dead,GeorgeA.Romero,7.8,"Horror,Thriller",127min,1978
Das Cabinet des Dr. Caligari,RobertWiene,8,"Horror,Mystery,Thriller",76min,1920
Serpico,SidneyLumet,7.7,"Biography,Crime,Drama",130min,1973
Vikram Vedha,"Gayatri,",8.2,"Action,Crime,Drama",147min,2017
What Ever Happened to Baby Jane?,RobertAldrich,8,"Drama,Horror,Thriller",134min,1962
Gake no ue no Ponyo,HayaoMiyazaki,7.6,"Animation,Adventure,Comedy",101min,2008
21 Grams,AlejandroG.Iñárritu,7.7,"Crime,Drama,Thriller",124min,2003
Ip Man,WilsonYip,8,"Action,Biography,Drama",106min,2008
Detachment,TonyKaye,7.7,Drama,98min,2011
Cool Hand Luke,StuartRosenberg,8.1,"Crime,Drama",127min,1967
The Insider,MichaelMann,7.8,"Biography,Drama,Thriller",157min,1999
Night of the Living Dead,GeorgeA.Romero,7.8,"Horror,Thriller",96min,1968
Jai Bhim,T.J.Gnanavel,8.9,"Crime,Drama,Mystery",164min,2021
On the Waterfront,EliaKazan,8.1,"Crime,Drama,Thriller",108min,1954
La grande bellezza,PaoloSorrentino,7.7,Drama,141min,2013
October Sky,JoeJohnston,7.8,"Biography,Drama,Family",108min,1999
Jodaeiye Nader az Simin,AsgharFarhadi,8.3,Drama,123min,2011
Lola rennt,TomTykwer,7.7,"Action,Crime,Thriller",81min,1998
The Fall,TarsemSingh,7.8,"Adventure,Drama,Fantasy",117min,2006
The Thin Man,W.S.VanDyke,7.9,"Comedy,Mystery",91min,1934
PK,RajkumarHirani,8.1,"Comedy,Drama,Science Fiction",153min,2014
Glengarry Glen Ross,JamesFoley,7.7,"Crime,Drama,Mystery",100min,1992
Mississippi Burning,AlanParker,7.8,"Crime,Drama,History",128min,1988
Searching,AneeshChaganty,7.6,"Drama,Mystery,Thriller",102min,2018
Seppuku,MasakiKobayashi,8.6,"Action,Drama,Mystery",133min,1962
In the Heat of the Night,NormanJewison,7.9,"Drama,Mystery,Thriller",110min,1967
Rebecca,AlfredHitchcock,8.1,"Drama,Film-Noir,Mystery",130min,1940
Kung fu,StephenChow,7.7,"Action,Comedy,Fantasy",99min,2004
The Outlaw Josey Wales,ClintEastwood,7.8,Western,135min,1976
Persona,IngmarBergman,8.1,"Drama,Thriller",85min,1966
Network,SidneyLumet,8.1,Drama,121min,1976
Nosferatu,F.W.Murnau,7.9,"Fantasy,Horror",94min,1922
From Here to Eternity,FredZinnemann,7.6,"Drama,Romance,War",118min,1953
Ordinary People,RobertRedford,7.7,Drama,124min,1980
Roma,AlfonsoCuarón,7.7,Drama,135min,2018
Roman Holiday,WilliamWyler,8,"Comedy,Romance",118min,1953
Dangal,NiteshTiwari,8.3,"Action,Biography,Drama",161min,2016
Ran,AkiraKurosawa,8.2,"Action,Drama,War",162min,1985
This Is England,ShaneMeadows,7.7,"Crime,Drama",101min,2006
La migliore offerta,GiuseppeTornatore,7.8,"Crime,Drama,Mystery",131min,2013
The Remains of the Day,JamesIvory,7.8,"Drama,Romance",134min,1993
Paths of Glory,StanleyKubrick,8.4,"Drama,War",88min,1957
Clerks,KevinSmith,7.7,Comedy,92min,1994
Hotel Rwanda,TerryGeorge,8.1,"Biography,Drama,History",121min,2004
Der Name der Rose,Jean-JacquesAnnaud,7.7,"Drama,History,Mystery",130min,1986
Belle de jour,LuisBuñuel,7.7,"Drama,Romance",100min,1967
Nebraska,AlexanderPayne,7.7,"Adventure,Comedy,Drama",115min,2013
The Man Who Shot Liberty Valance,JohnFord,8.1,"Drama,Western",123min,1962
La dolce vita,FedericoFellini,8,"Comedy,Drama",174min,1960
Pink Floyd: The Wall,AlanParker,8,"Drama,Fantasy,Music",95min,1982
Enter the Dragon,RobertClouse,7.6,"Action,Crime,Drama",102min,1973
Judgment at Nuremberg,StanleyKramer,8.3,"Drama,War",179min,1961
Cabaret,BobFosse,7.7,"Drama,Music,Musical",124min,1972
Papurika,SatoshiKon,7.7,"Animation,Drama,Fantasy",90min,2006
Charade,StanleyDonen,7.9,"Comedy,Mystery,Romance",113min,1963
Sing Street,JohnCarney,7.9,"Comedy,Drama,Music",106min,2016
High Noon,FredZinnemann,8,"Drama,Thriller,Western",85min,1952
I Am Sam,JessieNelson,7.6,Drama,132min,2001
Tumbbad,"RahiAnilBarve,",8.2,"Drama,Fantasy,Horror",104min,2018
Kôkaku Kidôtai,MamoruOshii,7.9,"Animation,Action,Crime",83min,1995
Mysterious Skin,GreggAraki,7.6,Drama,105min,2004
Kaze tachinu,HayaoMiyazaki,7.7,"Animation,Biography,Drama",126min,2013
Millers Crossing,"JoelCoen,",7.7,"Crime,Drama,Thriller",115min,1990
Trois couleurs: Blanc,KrzysztofKieslowski,7.6,"Comedy,Drama,Romance",92min,1994
The Quiet Man,JohnFord,7.7,"Comedy,Drama,Romance",129min,1952
Majo no takkyûbin,HayaoMiyazaki,7.8,"Animation,Adventure,Family",103min,1989
Tenkû no shiro Rapyuta,HayaoMiyazaki,8,"Animation,Adventure,Family",125min,1986
All About Eve,JosephL.Mankiewicz,8.2,Drama,138min,1950
Days of Heaven,TerrenceMalick,7.8,"Drama,Romance",94min,1978
Kramer vs. Kramer,RobertBenton,7.8,Drama,105min,1979
Kaze no tani no Naushika,HayaoMiyazaki,8,"Animation,Adventure,Science Fiction",117min,1984
The Searchers,JohnFord,7.9,"Adventure,Drama,Western",119min,1956
Malcolm X,SpikeLee,7.7,"Biography,Drama,History",202min,1992
50/50,JonathanLevine,7.6,"Comedy,Drama,Romance",100min,2011
"South Park: Bigger, Longer & Uncut",TreyParker,7.7,"Animation,Comedy,Fantasy",81min,1999
Mommy,XavierDolan,8,Drama,139min,2014
Ying xiong,YimouZhang,7.9,"Action,Adventure,Drama",120min,2002
8½,FedericoFellini,8,Drama,138min,1963
Manbiki kazoku,HirokazuKoreeda,7.9,"Crime,Drama",121min,2018
The Big Sleep,HowardHawks,7.9,"Crime,Film-Noir,Mystery",114min,1946
Cinderella Man,RonHoward,8,"Biography,Drama,Romance",144min,2005
Badlands,TerrenceMalick,7.7,"Action,Crime,Drama",94min,1973
Lucky Number Slevin,PaulMcGuigan,7.7,"Crime,Drama,Thriller",110min,2006
Klaus,"SergioPablos,",8.1,"Animation,Adventure,Comedy",96min,2019
Witness for the Prosecution,BillyWilder,8.4,"Crime,Drama,Mystery",116min,1957
Once Were Warriors,LeeTamahori,7.9,"Crime,Drama",102min,1994
Flipped,RobReiner,7.7,"Comedy,Drama,Romance",90min,2010
Rebel Without a Cause,NicholasRay,7.6,Drama,111min,1955
Chun gwong cha sit,Kar-WaiWong,7.7,"Drama,Romance",101min,1997
Dancer in the Dark,LarsvonTrier,7.9,"Crime,Drama,Musical",140min,2000
Serbuan maut 2: Berandal,GarethEvans,7.9,"Action,Crime,Thriller",150min,2014
Spoorloos,GeorgeSluizer,7.7,"Mystery,Thriller",107min,1988
The Last Emperor,BernardoBertolucci,7.7,"Biography,Drama,History",163min,1987
Patton,FranklinJ.Schaffner,7.9,"Biography,Drama,War",172min,1970
The Hustler,RobertRossen,8,"Drama,Sport",134min,1961
Taare Zameen Par,"AamirKhan,",8.3,"Drama,Family",165min,2007
Ray,TaylorHackford,7.7,"Biography,Drama,Music",152min,2004
Modern Times,CharlesChaplin,8.5,"Comedy,Drama,Romance",87min,1936
Happiness,ToddSolondz,7.7,"Comedy,Drama",134min,1998
King Kong,"MerianC.Cooper,",7.9,"Adventure,Horror,Science Fiction",100min,1933
The Great Dictator,CharlesChaplin,8.4,"Comedy,Drama,War",125min,1940
Me and Earl and the Dying Girl,AlfonsoGomez-Rejon,7.7,"Comedy,Drama",105min,2015
Yôjinbô,AkiraKurosawa,8.2,"Action,Drama,Thriller",110min,1961
Madeo,BongJoonHo,7.8,"Crime,Drama,Mystery",129min,2009
Zwartboek,PaulVerhoeven,7.7,"Drama,Thriller,War",145min,2006
